Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama,Şehir
2024,Ocak,17,2024-01-17,Ulaşım,200.54,ATM,ATM Çekimi,İzmir
2024,Ocak,3,2024-01-03,Fatura Ödemesi,413.1,ATM,ATM Çekimi,İzmir
2024,Ocak,17,2024-01-17,Alışveriş,387.33,ATM,ATM Çekimi,İstanbul
2024,Ocak,9,2024-01-09,ATM Çekimi,438.2,Market,BIM,İstanbul
2024,Ocak,4,2024-01-04,Ulaşım,490.29,Ulaşım,Tren,İzmir
2024,Ocak,20,2024-01-20,Alışveriş,444.68,Market,Migros,Ankara
2024,Ocak,7,2024-01-07,ATM Çekimi,326.03,Market,BIM,İzmir
2024,Ocak,31,2024-01-31,Fatura Ödemesi,410.38,ATM,ATM Çekimi,Ankara
2024,Ocak,6,2024-01-06,ATM Çekimi,72.14,Fatura Ödemesi,Su,Ankara
2024,Ocak,2,2024-01-02,Restoran,328.79,ATM,ATM Çekimi,Ankara
2024,Ocak,30,2024-01-30,Alışveriş,288.11,Market,Carrefour,İstanbul
2024,Ocak,22,2024-01-22,Ulaşım,240.19,Market,Migros,İzmir
2024,Ocak,23,2024-01-23,Restoran,348.14,ATM,ATM Çekimi,İzmir
2024,Ocak,18,2024-01-18,Ulaşım,191.91,Market,Migros,İstanbul
2024,Ocak,15,2024-01-15,Fatura Ödemesi,18.06,Restoran,Pizza,İzmir
2024,Ocak,29,2024-01-29,Ulaşım,339.33,Fatura Ödemesi,Su,İstanbul
2024,Ocak,2,2024-01-02,Fatura Ödemesi,378.74,Fatura Ödemesi,İnternet,İstanbul
2024,Ocak,29,2024-01-29,Ulaşım,377.85,ATM,ATM Çekimi,Ankara
2024,Ocak,27,2024-01-27,Fatura Ödemesi,316.91,ATM,ATM Çekimi,Ankara
2024,Ocak,17,2024-01-17,Ulaşım,386.78,ATM,ATM Çekimi,İzmir
2024,Ocak,21,2024-01-21,Fatura Ödemesi,80.32,Fatura Ödemesi,Su,Ankara
2024,Ocak,8,2024-01-08,Alışveriş,432.53,Fatura Ödemesi,Su,İzmir
2024,Ocak,10,2024-01-10,Fatura Ödemesi,21.32,Ulaşım,Tren,Ankara
2024,Ocak,24,2024-01-24,Fatura Ödemesi,415.98,ATM,ATM Çekimi,İzmir
2024,Ocak,9,2024-01-09,Restoran,290.54,Restoran,Pizza,İzmir
2024,Ocak,11,2024-01-11,Fatura Ödemesi,407.0,ATM,ATM Çekimi,İstanbul
2024,Ocak,23,2024-01-23,Ulaşım,284.65,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,8,2024-01-08,Alışveriş,294.74,Market,Carrefour,İzmir
2024,Ocak,22,2024-01-22,ATM Çekimi,150.0,Fatura Ödemesi,Elektrik,İzmir
2024,Ocak,27,2024-01-27,Ulaşım,20.07,Fatura Ödemesi,Elektrik,Ankara
2024,Ocak,17,2024-01-17,Restoran,401.8,Market,Carrefour,İzmir
2024,Ocak,21,2024-01-21,Restoran,19.04,Restoran,Cafe,Ankara
2024,Ocak,30,2024-01-30,Fatura Ödemesi,95.25,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,22,2024-01-22,Restoran,300.84,ATM,ATM Çekimi,Ankara
2024,Ocak,26,2024-01-26,Fatura Ödemesi,158.09,ATM,ATM Çekimi,İstanbul
2024,Ocak,15,2024-01-15,Restoran,94.2,Fatura Ödemesi,Su,Ankara
2024,Ocak,3,2024-01-03,ATM Çekimi,108.25,Restoran,Pizza,Ankara
2024,Ocak,19,2024-01-19,Fatura Ödemesi,79.27,Market,Carrefour,İzmir
2024,Ocak,6,2024-01-06,ATM Çekimi,331.28,Fatura Ödemesi,İnternet,İstanbul
2024,Ocak,9,2024-01-09,Alışveriş,17.0,Market,BIM,Ankara
2024,Ocak,5,2024-01-05,Ulaşım,476.36,Market,Migros,İzmir
2024,Ocak,19,2024-01-19,Restoran,313.1,ATM,ATM Çekimi,Ankara
2024,Ocak,14,2024-01-14,ATM Çekimi,161.55,Fatura Ödemesi,Elektrik,Ankara
2024,Ocak,7,2024-01-07,ATM Çekimi,398.74,Fatura Ödemesi,Su,Ankara
2024,Ocak,28,2024-01-28,Alışveriş,197.09,Market,Migros,İstanbul
2024,Ocak,15,2024-01-15,ATM Çekimi,24.61,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,23,2024-01-23,Restoran,414.62,Restoran,Pizza,Ankara
2024,Ocak,15,2024-01-15,Ulaşım,413.89,Restoran,Kebapçı,İzmir
2024,Ocak,11,2024-01-11,Fatura Ödemesi,247.68,Ulaşım,Taksi,Ankara
2024,Ocak,25,2024-01-25,Restoran,191.64,Market,BIM,İzmir
2024,Ocak,28,2024-01-28,Fatura Ödemesi,484.33,ATM,ATM Çekimi,Ankara
2024,Ocak,16,2024-01-16,ATM Çekimi,450.46,Ulaşım,Tren,İzmir
2024,Ocak,18,2024-01-18,Alışveriş,14.59,Restoran,Kebapçı,Ankara
2024,Ocak,1,2024-01-01,Fatura Ödemesi,185.57,ATM,ATM Çekimi,İzmir
2024,Ocak,18,2024-01-18,ATM Çekimi,283.37,Fatura Ödemesi,Su,İstanbul
2024,Ocak,25,2024-01-25,ATM Çekimi,411.98,ATM,ATM Çekimi,Ankara
2024,Ocak,7,2024-01-07,Fatura Ödemesi,140.87,Market,BIM,İstanbul
2024,Ocak,29,2024-01-29,Fatura Ödemesi,54.06,Fatura Ödemesi,İnternet,İstanbul
2024,Ocak,9,2024-01-09,Restoran,145.61,ATM,ATM Çekimi,İstanbul
2024,Ocak,12,2024-01-12,Fatura Ödemesi,38.48,Market,BIM,Ankara
2024,Ocak,13,2024-01-13,Ulaşım,235.67,Market,Migros,İstanbul
2024,Ocak,8,2024-01-08,Restoran,14.55,Restoran,Kebapçı,Ankara
2024,Ocak,14,2024-01-14,Restoran,189.15,Market,Carrefour,Ankara
2024,Ocak,18,2024-01-18,Ulaşım,455.1,Ulaşım,Otobüs,Ankara
2024,Ocak,31,2024-01-31,Restoran,340.33,Fatura Ödemesi,Elektrik,İzmir
2024,Ocak,7,2024-01-07,Fatura Ödemesi,245.76,Ulaşım,Otobüs,İstanbul
2024,Ocak,17,2024-01-17,Restoran,350.58,Restoran,Kebapçı,Ankara
2024,Ocak,5,2024-01-05,ATM Çekimi,102.06,Market,BIM,İstanbul
2024,Ocak,16,2024-01-16,Restoran,179.47,ATM,ATM Çekimi,İstanbul
2024,Ocak,5,2024-01-05,ATM Çekimi,216.44,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,3,2024-01-03,Ulaşım,215.16,Market,BIM,İzmir
2024,Ocak,29,2024-01-29,Restoran,72.72,Restoran,Pizza,Ankara
2024,Ocak,19,2024-01-19,Restoran,17.38,Fatura Ödemesi,Su,Ankara
2024,Ocak,28,2024-01-28,Alışveriş,425.55,Market,Migros,İzmir
2024,Ocak,14,2024-01-14,Fatura Ödemesi,273.28,Restoran,Cafe,Ankara
2024,Ocak,21,2024-01-21,Restoran,211.11,Market,Carrefour,İstanbul
2024,Ocak,26,2024-01-26,Alışveriş,33.72,Market,Carrefour,İstanbul
2024,Ocak,4,2024-01-04,ATM Çekimi,200.88,Fatura Ödemesi,Elektrik,Ankara
2024,Ocak,4,2024-01-04,Fatura Ödemesi,317.14,Market,Migros,İstanbul
2024,Ocak,9,2024-01-09,ATM Çekimi,170.45,Fatura Ödemesi,Elektrik,Ankara
2024,Ocak,20,2024-01-20,Ulaşım,181.72,Market,BIM,İzmir
2024,Ocak,15,2024-01-15,Ulaşım,238.59,Restoran,Cafe,İzmir
2024,Ocak,22,2024-01-22,Ulaşım,52.72,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,20,2024-01-20,Fatura Ödemesi,375.82,Market,Carrefour,İstanbul
2024,Ocak,18,2024-01-18,Alışveriş,269.2,ATM,ATM Çekimi,İstanbul
2024,Ocak,23,2024-01-23,Fatura Ödemesi,118.03,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,29,2024-01-29,Fatura Ödemesi,306.61,Ulaşım,Tren,İzmir
2024,Ocak,30,2024-01-30,Restoran,33.49,Market,Migros,İzmir
2024,Ocak,9,2024-01-09,ATM Çekimi,330.46,Ulaşım,Tren,Ankara
2024,Ocak,5,2024-01-05,ATM Çekimi,55.34,ATM,ATM Çekimi,Ankara
2024,Ocak,22,2024-01-22,Restoran,299.09,Restoran,Kebapçı,İzmir
2024,Ocak,4,2024-01-04,Restoran,13.79,Ulaşım,Tren,Ankara
2024,Ocak,14,2024-01-14,Fatura Ödemesi,24.91,Fatura Ödemesi,İnternet,İstanbul
2024,Ocak,2,2024-01-02,ATM Çekimi,486.13,Fatura Ödemesi,Su,İzmir
2024,Ocak,14,2024-01-14,Ulaşım,226.93,ATM,ATM Çekimi,İstanbul
2024,Ocak,14,2024-01-14,ATM Çekimi,240.14,ATM,ATM Çekimi,İstanbul
2024,Ocak,5,2024-01-05,ATM Çekimi,457.07,Ulaşım,Tren,İzmir
2024,Ocak,3,2024-01-03,Restoran,161.1,Restoran,Kebapçı,İzmir
2024,Ocak,12,2024-01-12,Restoran,163.92,Fatura Ödemesi,Elektrik,İzmir
2024,Ocak,23,2024-01-23,Alışveriş,175.88,Ulaşım,Taksi,Ankara
2024,Ocak,21,2024-01-21,Fatura Ödemesi,15.37,Restoran,Kebapçı,İzmir
2024,Ocak,23,2024-01-23,Ulaşım,372.88,Market,Carrefour,Ankara
2024,Ocak,15,2024-01-15,Restoran,309.97,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,11,2024-01-11,Restoran,484.49,ATM,ATM Çekimi,İstanbul
2024,Ocak,3,2024-01-03,Restoran,222.94,Fatura Ödemesi,Su,İstanbul
2024,Ocak,9,2024-01-09,Ulaşım,390.33,Restoran,Pizza,Ankara
2024,Ocak,25,2024-01-25,Alışveriş,326.23,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,21,2024-01-21,Restoran,28.36,ATM,ATM Çekimi,İstanbul
2024,Ocak,26,2024-01-26,Ulaşım,202.6,Market,Migros,İzmir
2024,Ocak,23,2024-01-23,Ulaşım,302.68,ATM,ATM Çekimi,Ankara
2024,Ocak,14,2024-01-14,ATM Çekimi,372.37,Ulaşım,Taksi,İzmir
2024,Ocak,29,2024-01-29,Ulaşım,184.43,Ulaşım,Taksi,İzmir
2024,Ocak,28,2024-01-28,Restoran,416.39,ATM,ATM Çekimi,İzmir
2024,Ocak,13,2024-01-13,Alışveriş,106.89,Fatura Ödemesi,Su,Ankara
2024,Ocak,20,2024-01-20,ATM Çekimi,325.54,Market,Migros,İzmir
2024,Ocak,9,2024-01-09,ATM Çekimi,483.99,ATM,ATM Çekimi,İzmir
2024,Ocak,17,2024-01-17,Restoran,102.77,Restoran,Kebapçı,İzmir
2024,Ocak,29,2024-01-29,Ulaşım,54.76,Restoran,Pizza,İzmir
2024,Ocak,21,2024-01-21,Restoran,336.18,Market,Carrefour,İzmir
2024,Ocak,9,2024-01-09,Ulaşım,461.42,Market,BIM,Ankara
2024,Ocak,10,2024-01-10,Alışveriş,53.19,Fatura Ödemesi,İnternet,İstanbul
2024,Ocak,12,2024-01-12,Ulaşım,87.88,ATM,ATM Çekimi,Ankara
2024,Ocak,30,2024-01-30,Restoran,159.66,ATM,ATM Çekimi,İzmir
2024,Ocak,15,2024-01-15,ATM Çekimi,254.17,Fatura Ödemesi,Su,İstanbul
2024,Ocak,20,2024-01-20,ATM Çekimi,250.46,ATM,ATM Çekimi,İstanbul
2024,Ocak,17,2024-01-17,Fatura Ödemesi,269.15,Ulaşım,Taksi,İzmir
2024,Ocak,8,2024-01-08,Fatura Ödemesi,184.12,Market,Carrefour,İstanbul
2024,Ocak,7,2024-01-07,Fatura Ödemesi,46.08,Fatura Ödemesi,Elektrik,İstanbul
2024,Ocak,12,2024-01-12,Fatura Ödemesi,400.48,Ulaşım,Otobüs,Ankara
2024,Ocak,29,2024-01-29,Restoran,41.78,Market,Carrefour,İzmir
2024,Ocak,16,2024-01-16,Fatura Ödemesi,92.17,Restoran,Pizza,Ankara
2024,Ocak,10,2024-01-10,Restoran,79.39,Restoran,Pizza,İzmir
2024,Ocak,22,2024-01-22,Restoran,155.6,Restoran,Kebapçı,İstanbul
2024,Ocak,11,2024-01-11,Ulaşım,402.28,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,17,2024-01-17,Fatura Ödemesi,365.33,Restoran,Kebapçı,Ankara
2024,Ocak,20,2024-01-20,ATM Çekimi,486.52,Restoran,Pizza,İzmir
2024,Ocak,28,2024-01-28,Fatura Ödemesi,254.59,Ulaşım,Taksi,Ankara
2024,Ocak,4,2024-01-04,Ulaşım,277.34,Restoran,Pizza,İzmir
2024,Ocak,9,2024-01-09,Restoran,55.04,Fatura Ödemesi,Elektrik,İzmir
2024,Ocak,18,2024-01-18,Ulaşım,341.31,Market,Migros,İstanbul
2024,Ocak,16,2024-01-16,Fatura Ödemesi,428.32,Restoran,Kebapçı,İzmir
2024,Ocak,17,2024-01-17,Fatura Ödemesi,117.09,ATM,ATM Çekimi,İzmir
2024,Ocak,8,2024-01-08,Restoran,56.15,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,17,2024-01-17,Alışveriş,78.67,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,20,2024-01-20,Restoran,373.68,Ulaşım,Taksi,İzmir
2024,Ocak,15,2024-01-15,Restoran,475.05,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,30,2024-01-30,ATM Çekimi,37.18,ATM,ATM Çekimi,Ankara
2024,Ocak,1,2024-01-01,Alışveriş,63.29,Restoran,Kebapçı,İstanbul
2024,Ocak,13,2024-01-13,Ulaşım,295.09,Restoran,Kebapçı,İstanbul
2024,Ocak,15,2024-01-15,Alışveriş,340.48,Market,BIM,İzmir
2024,Ocak,11,2024-01-11,Alışveriş,427.29,Ulaşım,Taksi,İstanbul
2024,Ocak,31,2024-01-31,Restoran,276.34,Ulaşım,Tren,İzmir
2024,Ocak,18,2024-01-18,Alışveriş,397.42,Market,Carrefour,Ankara
2024,Ocak,25,2024-01-25,ATM Çekimi,326.19,Restoran,Kebapçı,Ankara
2024,Ocak,7,2024-01-07,ATM Çekimi,100.43,Fatura Ödemesi,Elektrik,İzmir
2024,Ocak,22,2024-01-22,Fatura Ödemesi,162.56,Ulaşım,Otobüs,İstanbul
2024,Ocak,31,2024-01-31,Fatura Ödemesi,242.66,ATM,ATM Çekimi,Ankara
2024,Ocak,20,2024-01-20,Fatura Ödemesi,168.26,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,18,2024-01-18,Restoran,131.07,ATM,ATM Çekimi,İstanbul
2024,Ocak,17,2024-01-17,Ulaşım,40.9,Restoran,Kebapçı,Ankara
2024,Ocak,31,2024-01-31,Restoran,270.93,Ulaşım,Tren,İzmir
2024,Ocak,28,2024-01-28,Ulaşım,35.43,Ulaşım,Tren,Ankara
2024,Ocak,16,2024-01-16,Fatura Ödemesi,26.07,Ulaşım,Taksi,İzmir
2024,Ocak,13,2024-01-13,Restoran,405.94,Market,Carrefour,Ankara
2024,Ocak,24,2024-01-24,ATM Çekimi,379.32,Restoran,Cafe,İstanbul
2024,Ocak,11,2024-01-11,Alışveriş,154.29,Fatura Ödemesi,İnternet,İstanbul
2024,Ocak,1,2024-01-01,Ulaşım,242.0,Ulaşım,Taksi,Ankara
2024,Ocak,5,2024-01-05,Restoran,51.59,Market,Carrefour,İzmir
2024,Ocak,5,2024-01-05,ATM Çekimi,208.82,Restoran,Cafe,İzmir
2024,Ocak,23,2024-01-23,Ulaşım,88.0,Restoran,Pizza,İstanbul
2024,Ocak,15,2024-01-15,Ulaşım,403.54,Ulaşım,Tren,İstanbul
2024,Ocak,4,2024-01-04,Restoran,260.57,Restoran,Cafe,İstanbul
2024,Ocak,20,2024-01-20,Fatura Ödemesi,415.22,ATM,ATM Çekimi,İzmir
2024,Ocak,20,2024-01-20,Fatura Ödemesi,21.36,Fatura Ödemesi,İnternet,İstanbul
2024,Ocak,24,2024-01-24,Ulaşım,45.97,Ulaşım,Taksi,Ankara
2024,Ocak,18,2024-01-18,Restoran,66.58,Market,Migros,İzmir
2024,Ocak,8,2024-01-08,ATM Çekimi,219.93,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,5,2024-01-05,Fatura Ödemesi,118.26,Market,Carrefour,İzmir
2024,Ocak,20,2024-01-20,Ulaşım,479.76,Fatura Ödemesi,Elektrik,İzmir
2024,Ocak,7,2024-01-07,ATM Çekimi,279.85,Market,Carrefour,İstanbul
2024,Ocak,9,2024-01-09,Restoran,168.05,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,26,2024-01-26,Ulaşım,112.33,Market,Carrefour,İstanbul
2024,Ocak,16,2024-01-16,Ulaşım,492.1,ATM,ATM Çekimi,Ankara
2024,Ocak,26,2024-01-26,Ulaşım,47.5,Fatura Ödemesi,İnternet,İzmir
2024,Ocak,15,2024-01-15,ATM Çekimi,382.66,ATM,ATM Çekimi,İstanbul
2024,Ocak,29,2024-01-29,Ulaşım,384.5,Restoran,Cafe,İzmir
2024,Ocak,28,2024-01-28,ATM Çekimi,243.44,Fatura Ödemesi,İnternet,Ankara
2024,Ocak,28,2024-01-28,Restoran,121.49,ATM,ATM Çekimi,İstanbul
2024,Ocak,13,2024-01-13,Fatura Ödemesi,57.69,ATM,ATM Çekimi,İzmir
2024,Ocak,5,2024-01-05,Ulaşım,495.05,Market,Migros,İzmir
2024,Ocak,29,2024-01-29,Restoran,118.18,ATM,ATM Çekimi,İzmir
2024,Ocak,10,2024-01-10,Restoran,283.15,Restoran,Kebapçı,Ankara
2024,Ocak,16,2024-01-16,Restoran,123.48,Market,Migros,Ankara
2024,Ocak,30,2024-01-30,Fatura Ödemesi,331.06,ATM,ATM Çekimi,Ankara
2024,Ocak,25,2024-01-25,Ulaşım,41.46,Ulaşım,Taksi,İstanbul
2024,Ocak,29,2024-01-29,Fatura Ödemesi,316.75,Fatura Ödemesi,Elektrik,İzmir
2024,Ocak,17,2024-01-17,Restoran,85.23,Ulaşım,Tren,Ankara
2024,Ocak,8,2024-01-08,Fatura Ödemesi,209.01,ATM,ATM Çekimi,İzmir
2024,Şubat,16,2024-02-16,Restoran,108.04,Restoran,Sushi,İstanbul
2024,Şubat,22,2024-02-22,Alışveriş,433.52,Market,Metro,İstanbul
2024,Şubat,22,2024-02-22,Sağlık,146.47,ATM,ATM Çekimi,Ankara
2024,Şubat,26,2024-02-26,Alışveriş,213.28,ATM,ATM Çekimi,Ankara
2024,Şubat,11,2024-02-11,Sağlık,54.93,Sağlık,Eczane,İstanbul
2024,Şubat,19,2024-02-19,Eğlence,395.51,Eğlence,Sinema,Ankara
2024,Şubat,29,2024-02-29,Restoran,323.46,Eğlence,Sinema,İstanbul
2024,Şubat,29,2024-02-29,Restoran,304.34,Eğlence,Sinema,İzmir
2024,Şubat,11,2024-02-11,ATM Çekimi,168.11,Restoran,Burger,Ankara
2024,Şubat,3,2024-02-03,Alışveriş,208.94,Market,Metro,İzmir
2024,Şubat,22,2024-02-22,Sağlık,3707.74,Eğlence,Konser,Ankara
2024,Şubat,8,2024-02-08,ATM Çekimi,3347.43,Eğlence,Tiyatro,İzmir
2024,Şubat,21,2024-02-21,Sağlık,1563.84,ATM,ATM Çekimi,İstanbul
2024,Şubat,19,2024-02-19,Restoran,480.93,Sağlık,Eczane,Ankara
2024,Şubat,24,2024-02-24,Sağlık,133.96,Eğlence,Konser,İstanbul
2024,Şubat,5,2024-02-05,Sağlık,97.04,ATM,ATM Çekimi,İstanbul
2024,Şubat,22,2024-02-22,Sağlık,274.59,Market,A101,Ankara
2024,Şubat,12,2024-02-12,ATM Çekimi,56.17,Market,Unusual Expense,İzmir
2024,Şubat,17,2024-02-17,Sağlık,2857.83,Restoran,Sushi,Ankara
2024,Şubat,5,2024-02-05,ATM Çekimi,421.13,Restoran,Pasta,Ankara
2024,Şubat,28,2024-02-28,Eğlence,4616.24,Sağlık,Doktor,İstanbul
2024,Şubat,19,2024-02-19,Restoran,311.25,Market,A101,İzmir
2024,Şubat,3,2024-02-03,Restoran,331.21,ATM,ATM Çekimi,Ankara
2024,Şubat,28,2024-02-28,Eğlence,474.59,Sağlık,Eczane,İzmir
2024,Şubat,20,2024-02-20,ATM Çekimi,307.69,Market,Unusual Expense,İstanbul
2024,Şubat,2,2024-02-02,Eğlence,4062.48,Sağlık,Doktor,İzmir
2024,Şubat,15,2024-02-15,ATM Çekimi,56.01,Market,Unusual Expense,Ankara
2024,Şubat,24,2024-02-24,Sağlık,285.61,Market,Unusual Expense,Ankara
2024,Şubat,11,2024-02-11,ATM Çekimi,64.26,ATM,ATM Çekimi,İstanbul
2024,Şubat,21,2024-02-21,Alışveriş,392.38,Market,A101,İstanbul
2024,Şubat,12,2024-02-12,Restoran,184.85,Eğlence,Tiyatro,İzmir
2024,Şubat,12,2024-02-12,Alışveriş,89.1,Market,Şok,İstanbul
2024,Şubat,13,2024-02-13,ATM Çekimi,448.34,Market,Şok,İzmir
2024,Şubat,19,2024-02-19,Eğlence,2067.83,ATM,ATM Çekimi,İstanbul
2024,Şubat,18,2024-02-18,Sağlık,34.93,Sağlık,Doktor,İstanbul
2024,Şubat,5,2024-02-05,ATM Çekimi,54.25,Sağlık,Eczane,İstanbul
2024,Şubat,12,2024-02-12,Eğlence,396.35,Eğlence,Tiyatro,Ankara
2024,Şubat,8,2024-02-08,Sağlık,198.92,Eğlence,Tiyatro,İzmir
2024,Şubat,6,2024-02-06,Eğlence,2763.0,ATM,ATM Çekimi,İstanbul
2024,Şubat,19,2024-02-19,Alışveriş,1415.64,ATM,ATM Çekimi,Ankara
2024,Şubat,3,2024-02-03,Sağlık,200.3,ATM,ATM Çekimi,İstanbul
2024,Şubat,13,2024-02-13,ATM Çekimi,338.64,Restoran,Sushi,Ankara
2024,Şubat,19,2024-02-19,ATM Çekimi,360.17,Restoran,Sushi,Ankara
2024,Şubat,3,2024-02-03,Restoran,432.46,Market,A101,İstanbul
2024,Şubat,18,2024-02-18,Sağlık,201.22,Market,Şok,İzmir
2024,Şubat,28,2024-02-28,Eğlence,353.48,ATM,ATM Çekimi,İstanbul
2024,Şubat,21,2024-02-21,Eğlence,322.38,ATM,ATM Çekimi,Ankara
2024,Şubat,23,2024-02-23,Eğlence,169.28,Market,Metro,Ankara
2024,Şubat,24,2024-02-24,Alışveriş,249.25,Sağlık,Eczane,İstanbul
2024,Şubat,19,2024-02-19,Sağlık,288.36,Sağlık,Eczane,Ankara
2024,Şubat,25,2024-02-25,Restoran,390.67,Market,A101,İzmir
2024,Şubat,17,2024-02-17,Eğlence,4806.32,Eğlence,Konser,Ankara
2024,Şubat,6,2024-02-06,Sağlık,273.44,Eğlence,Sinema,Ankara
2024,Şubat,5,2024-02-05,Eğlence,426.17,Eğlence,Konser,İstanbul
2024,Şubat,19,2024-02-19,Sağlık,460.85,Market,Metro,Ankara
2024,Şubat,16,2024-02-16,Restoran,217.34,Eğlence,Konser,İzmir
2024,Şubat,9,2024-02-09,Eğlence,1348.07,Sağlık,Eczane,İzmir
2024,Şubat,3,2024-02-03,Eğlence,4164.83,Eğlence,Konser,Ankara
2024,Şubat,21,2024-02-21,Alışveriş,442.76,ATM,ATM Çekimi,Ankara
2024,Şubat,7,2024-02-07,Eğlence,3836.03,Market,A101,Ankara
2024,Şubat,27,2024-02-27,ATM Çekimi,206.41,Sağlık,Eczane,İstanbul
2024,Şubat,16,2024-02-16,Sağlık,109.32,Sağlık,Eczane,İzmir
2024,Şubat,23,2024-02-23,Sağlık,89.12,Sağlık,Eczane,İzmir
2024,Şubat,8,2024-02-08,Alışveriş,397.96,Sağlık,Eczane,İstanbul
2024,Şubat,18,2024-02-18,Alışveriş,1662.59,ATM,Unusual Expense,Ankara
2024,Şubat,26,2024-02-26,Sağlık,4534.5,Market,A101,İstanbul
2024,Şubat,13,2024-02-13,Sağlık,334.66,Sağlık,Eczane,Ankara
2024,Şubat,2,2024-02-02,ATM Çekimi,414.99,Restoran,Pasta,İzmir
2024,Şubat,16,2024-02-16,ATM Çekimi,336.34,Eğlence,Tiyatro,Ankara
2024,Şubat,25,2024-02-25,Restoran,2769.49,Restoran,Burger,İzmir
2024,Şubat,24,2024-02-24,Sağlık,12.84,Eğlence,Sinema,Ankara
2024,Şubat,23,2024-02-23,Sağlık,477.29,Market,Metro,İzmir
2024,Şubat,12,2024-02-12,Alışveriş,104.06,Eğlence,Tiyatro,Ankara
2024,Şubat,17,2024-02-17,Eğlence,97.99,Eğlence,Konser,İzmir
2024,Şubat,29,2024-02-29,Alışveriş,2962.37,ATM,ATM Çekimi,Ankara
2024,Şubat,12,2024-02-12,Alışveriş,489.4,Sağlık,Doktor,İstanbul
2024,Şubat,18,2024-02-18,Alışveriş,386.12,Market,Unusual Expense,İzmir
2024,Şubat,21,2024-02-21,ATM Çekimi,1325.91,Eğlence,Konser,İzmir
2024,Şubat,16,2024-02-16,Eğlence,289.44,Market,A101,İzmir
2024,Şubat,24,2024-02-24,Restoran,373.63,Eğlence,Sinema,İstanbul
2024,Şubat,22,2024-02-22,Alışveriş,432.07,Sağlık,Doktor,İzmir
2024,Şubat,9,2024-02-09,Restoran,478.43,ATM,Unusual Expense,Ankara
2024,Şubat,3,2024-02-03,ATM Çekimi,190.65,Sağlık,Doktor,İzmir
2024,Şubat,1,2024-02-01,Eğlence,319.06,Eğlence,Konser,Ankara
2024,Şubat,27,2024-02-27,ATM Çekimi,34.78,Eğlence,Konser,İzmir
2024,Şubat,16,2024-02-16,Eğlence,3764.3,Sağlık,Eczane,İstanbul
2024,Şubat,15,2024-02-15,Restoran,281.51,Sağlık,Doktor,İstanbul
2024,Şubat,26,2024-02-26,Eğlence,373.93,Restoran,Burger,İzmir
2024,Şubat,5,2024-02-05,Alışveriş,387.44,Restoran,Pasta,İstanbul
2024,Şubat,3,2024-02-03,Sağlık,4121.32,Restoran,Sushi,Ankara
2024,Şubat,22,2024-02-22,ATM Çekimi,3890.13,Sağlık,Doktor,İstanbul
2024,Şubat,18,2024-02-18,Sağlık,117.27,Sağlık,Doktor,İstanbul
2024,Şubat,3,2024-02-03,Sağlık,2784.74,ATM,ATM Çekimi,İzmir
2024,Şubat,23,2024-02-23,Restoran,4808.35,Market,A101,İzmir
2024,Şubat,24,2024-02-24,Alışveriş,3487.07,ATM,ATM Çekimi,Ankara
2024,Şubat,18,2024-02-18,Restoran,45.04,Restoran,Pasta,İzmir
2024,Şubat,26,2024-02-26,Sağlık,127.44,Sağlık,Unusual Expense,İzmir
2024,Şubat,8,2024-02-08,Alışveriş,202.45,Sağlık,Doktor,Ankara
2024,Şubat,10,2024-02-10,Eğlence,26.01,Sağlık,Doktor,Ankara
2024,Şubat,9,2024-02-09,Restoran,32.56,Restoran,Burger,Ankara
2024,Şubat,15,2024-02-15,Sağlık,4472.84,Market,Metro,İstanbul
2024,Şubat,9,2024-02-09,Sağlık,4585.07,ATM,ATM Çekimi,Ankara
2024,Şubat,21,2024-02-21,Eğlence,4252.7,Market,A101,İzmir
2024,Şubat,12,2024-02-12,Restoran,448.75,Restoran,Pasta,İstanbul
2024,Şubat,23,2024-02-23,Alışveriş,91.8,Restoran,Sushi,Ankara
2024,Şubat,21,2024-02-21,Restoran,466.99,Sağlık,Doktor,İzmir
2024,Şubat,16,2024-02-16,Sağlık,73.3,Sağlık,Eczane,İstanbul
2024,Şubat,18,2024-02-18,Restoran,88.14,ATM,ATM Çekimi,İstanbul
2024,Şubat,4,2024-02-04,Restoran,156.96,Market,A101,Ankara
2024,Şubat,11,2024-02-11,ATM Çekimi,37.39,Market,A101,Ankara
2024,Şubat,18,2024-02-18,ATM Çekimi,391.98,Market,Unusual Expense,İstanbul
